EG(+)		EG(-)		EG(+)& St(+)		EG(+)& St(-)		EG(-)& St(+)		EG(-)& St(-)	
1020	CR	CDS	530519	531445	-	-	1247086	+			
1022	CR	CDS	531675	532157	+	+	1247316	+			
1024	CR	CDS	532235	533050	+	-	1247876	+			
1026	CR	CDS	533140	534921	+	-	1248781	+			
1028	CR	CDS	534934	535710	+	-	1250575	+			
1030	CR	CDS	535810	536688	+	-	1251451	+			
1032	CR	CDS	536857	538311	+	-	1252498	+			
1034	CR	CDS	538371	539732	+	-	1254012	+			
1036	CR	CDS	539789	541090	+	-	1255430	+			
1038	CR	CDS	541112	542257	+	-	1256753	+			
1040	CR	CDS	542485	543270	-	-	1258911	+			
1042	CR	CDS	543281	544516	-	-	1260157	+			
1044	CR	CDS	544538	545587	-	-	1261228	+			
1046	CR	CDS	545904	547571	+	-	1261545	+			
1048	CR	CDS	547581	548839	+	-	1263222	+			
1050	CR	CDS	548850	549665	+	+	1264491	+			
1052	CR	CDS	549662	550555	+	+	1265303	+			
1054	CR	CDS	550750	551817	-	-	1267458	+			
1056	CR	CDS	551814	552323	-	-	1267964	+			
1058	CR	CDS	552441	553163	-	+	1268804	+			
1060	CR	CDS	553166	553660	-	+	1269301	+			
1062	CR	CDS	553834	555219	+	+	1269475	+			
1064	CR	CDS	555255	555776	-	-	1271417	+			
1066	CR	CDS	555884	556096	-	-	1271737	+			
1068	CR	CDS	556098	556964	-	+	1272605	+			
1070	CR	CDS	557435	557977	+	-	1273076	+			
1072	CR	CDS	558197	558889	+	-	1273838	+			
1074	CR	CDS	558920	561523	+	-	1274561	+			
1076	CR	CDS	561559	562542	+	-	1277200	+			
1078	CR	CDS	562553	563068	+	-	1278194	+			
1080	CR	CDS	563071	563703	-	-	1279344	+			
1082	CR	tRNA	563946	564022	+	-	1279587	+			
1084	CR	CDS	564038	565201	-	-	1280842	+			
1086	CR	CDS	565081	565302	-	-	1280943	+			
1088	CR	CDS	565321	565599	-	-	1281240	+			
1090	CR	CDS	565599	565910	+	-	1281240	+			
1092	CR	CDS	565907	567470	+	-	1281548	+			
1094	CR	CDS	566065	566364	+	+	1281706	+			
1096	CR	CDS	566361	567227	+	-	1282002	+			
1098	CR	CDS	567538	567870	+	-	1283179	+			
1100	CR	CDS	568125	569651	+	-	1283766	+			
1102	CR	CDS	570116	570667	+	-	1285757	+			
1104	CR	CDS	570677	571474	+	-	1286318	+			
1106	CR	CDS	571591	571692	+	-	1287232	+			
1108	CR	CDS	571689	572144	+	+	1287330	+			
1110	CR	CDS	572144	572314	+	-	1287785	+			
1112	CR	CDS	572307	572597	+	+	1287948	+			
1114	CR	CDS	572594	572956	+	+	1288235	+			
1116	CR	CDS	572953	573093	+	-	1288594	+			
1118	CR	CDS	573179	573562	+	-	1288820	+			
1120	CR	CDS	573752	576048	-	-	1291689	+			
1122	CR	CDS	573960	574976	-	-	1290617	+			
1124	CR	CDS	576621	576836	+	-	1292262	+			
1126	CR	CDS	576836	577333	+	-	1292477	+			
1128	CR	CDS	577330	577791	+	-	1292971	+			
1130	CR	CDS	577550	577732	+	-	1293191	+			
1132	CR	CDS	577823	578116	-	-	1293757	+			
1134	CR	CDS	578407	578817	-	+	1294458	+			
1136	CR	CDS	579103	579309	+	-	1294744	+			
1138	CR	CDS	579474	579668	-	-	1295309	+			
1140	CR	CDS	580057	580602	+	-	1295698	+			
1142	CR	CDS	580577	580885	+	-	1296218	+			
1144	CR	CDS	580883	581320	+	-	1296524	+			
1146	CR	CDS	581375	582029	-	-	1297670	+			
1148	CR	CDS	582176	582358	+	-	1297817	+			
1150	CR	CDS	582904	583653	+	+	1298545	+			
1152	CR	CDS	583903	584856	-	-	1300497	+			
1154	CR	tRNA	585280	585324	+	-	1300921	+			
1156	CR	CDS	585370	586131	-	-	1301772	+			
1158	CR	CDS	586314	587204	-	-	1302845	+			
1160	CR	CDS	587205	590177	-	-	1305818	+			
1162	CR	CDS	590164	592401	-	-	1308042	+			
1164	CR	CDS	592551	593993	-	-	1309634	+			
1166	CR	CDS	593983	594666	-	-	1310307	+			
1168	CR	CDS	594823	596196	+	-	1310464	+			
1170	CR	CDS	596354	596686	+	-	1311995	+			
1172	CR	CDS	596702	597925	+	-	1312343	+			
1174	CR	CDS	597937	601080	+	-	1313578	+			
1176	CR	CDS	601182	602558	+	-	1316823	+			
1178	CR	CDS	602639	603886	-	-	1319527	+			
1180	CR	CDS	603994	604647	-	-	1320288	+			
1182	CR	CDS	604741	605109	-	-	1320750	+			
1184	CR	CDS	605174	605422	-	-	1321063	+			
1186	CR	CDS	605488	606606	-	-	1322247	+			
1188	CR	ncRNA	606957	607015	+	-	1322598	+			
1190	CR	CDS	607059	607211	+	-	1322700	+			
1192	CR	CDS	607288	608400	+	-	1322929	+			
1194	CR	CDS	608682	609311	-	+	1324952	+			
1196	CR	CDS	609477	611717	-	-	1327358	+			
1198	CR	CDS	612038	613162	+	-	1327679	+			
1200	CR	CDS	613165	613383	+	-	1328806	+			
1202	CR	CDS	613380	617261	+	-	1329021	+			
1204	CR	CDS	617477	618610	+	-	1333118	+			
1206	CR	CDS	618607	619422	-	-	1335063	+			
1208	CR	CDS	619419	620411	-	-	1336052	+			
1210	CR	CDS	620408	621412	-	-	1337053	+			
1212	CR	CDS	621523	622773	+	-	1337164	+			
1214	CR	CDS	622777	623733	-	+	1339374	+			
1216	CR	CDS	624108	625283	+	-	1339749	+			
1218	CR	CDS	625293	626903	+	-	1340934	+			
1220	CR	CDS	626917	627774	+	-	1342558	+			
1222	CR	CDS	627774	628520	+	-	1343415	+			
1224	CR	CDS	628523	628936	+	-	1344164	+			
1226	CR	CDS	629117	631222	+	-	1344758	+			
1228	CR	CDS	631405	631602	+	-	1347046	+			
1230	CR	CDS	631612	632700	-	-	1348341	+			
1232	CR	CDS	632809	633969	+	-	1348450	+			
1234	CR	CDS	633970	634599	-	-	1350240	+			
1236	CR	CDS	634572	635792	-	-	1351433	+			
1238	CR	CDS	635939	636841	-	-	1352482	+			
1240	CR	CDS	637050	637796	-	-	1353437	+			
1242	CR	CDS	638168	638731	+	-	1353809	+			
1244	CR	CDS	638976	640541	+	-	1354617	+			
1246	CR	CDS	640662	641090	-	-	1356731	+			
1248	CR	CDS	641311	642549	+	-	1356952	+			
1250	CR	CDS	642780	643190	-	-	1358831	+			
1252	CR	CDS	643420	644226	-	-	1359867	+			
1254	CR	CDS	644340	645803	-	-	1361444	+			
1256	CR	CDS	645854	646732	-	-	1362373	+			
1258	CR	CDS	646707	647258	-	-	1362899	+			
1260	CR	CDS	647262	648794	-	-	1364435	+			
1262	CR	CDS	648805	649713	-	-	1365354	+			
1264	CR	CDS	649710	650006	-	-	1365647	+			
1266	CR	CDS	650021	651079	-	-	1366720	+			
1268	CR	CDS	651458	653116	+	-	1367099	+			
1270	CR	CDS	653085	653765	+	-	1368726	+			
1272	CR	CDS	653806	655191	-	-	1370832	+			
1274	CR	CDS	655780	656340	+	-	1371421	+			
1276	CR	CDS	656515	656724	+	-	1372156	+			
1278	CR	CDS	656778	657161	-	+	1372802	+			
1280	CR	CDS	657254	658041	+	-	1372895	+			
1282	CR	CDS	658170	658373	+	-	1373811	+			
1284	CR	CDS	658474	659439	-	-	1375080	+			
1286	CR	CDS	659648	660601	-	-	1376242	+			
1288	CR	CDS	660860	661501	-	-	1377142	+			
1290	CR	CDS	661602	661865	-	-	1377506	+			
1292	CR	CDS	661975	663186	-	-	1378827	+			
1294	CR	CDS	663325	664413	-	-	1380054	+			
1296	CR	CDS	664424	665536	-	+	1381177	+			
1298	CR	CDS	665539	667440	-	+	1383081	+			
1300	CR	CDS	667471	667938	-	+	1383579	+			
1302	CR	CDS	667942	668259	-	-	1383900	+			
1304	CR	CDS	668519	669130	-	-	1384771	+			
1306	CR	CDS	669154	669795	-	+	1385436	+			
1308	CR	CDS	669797	670828	-	+	1386469	+			
1310	CR	CDS	670828	671409	-	+	1387050	+			
1312	CR	CDS	671424	674006	-	+	1389647	+			
1314	CR	CDS	674241	674723	+	-	1389882	+			
1316	CR	CDS	674793	675770	-	-	1391411	+			
1318	CR	CDS	675934	676641	+	-	1391575	+			
1320	CR	CDS	676638	678065	+	-	1392279	+			
1322	CR	CDS	678075	678629	-	-	1394270	+			
1324	CR	CDS	678731	679438	+	-	1394372	+			
1326	CR	CDS	679435	680886	+	-	1395076	+			
1328	CR	CDS	680946	682616	-	-	1398257	+			
1330	CR	CDS	682700	683635	-	-	1399276	+			
1332	CR	CDS	683753	684478	-	+	1400119	+			
1334	CR	CDS	684478	685152	-	+	1400793	+			
1336	CR	CDS	685152	685892	-	-	1401533	+			
1338	CR	CDS	686062	686970	-	-	1402611	+			
1340	CR	CDS	687220	688236	-	-	1403877	+			
1342	CR	CDS	688566	690104	-	+	1405745	+			
1344	CR	CDS	690129	691007	-	-	1406648	+			
1346	CR	CDS	691097	691564	-	+	1407205	+			
1348	CR	CDS	691561	692601	-	-	1408242	+			
1350	CR	CDS	692754	694178	-	-	1409819	+			
1352	CR	CDS	694324	695499	+	-	1409965	+			
1354	CR	tRNA	695653	695727	-	-	1411368	+			
1356	CR	tRNA	695765	695839	-	-	1411480	+			
1358	CR	tRNA	695887	695963	-	-	1411604	+			
1360	CR	tRNA	695979	696053	-	-	1411694	+			
1362	CR	tRNA	696088	696162	-	-	1411803	+			
1364	CR	tRNA	696186	696270	-	-	1411911	+			
1366	CR	tRNA	696280	696356	-	-	1411997	+			
1368	CR	CDS	696736	698400	-	-	1414041	+			
1370	CR	CDS	698797	699549	-	-	1415190	+			
1372	CR	CDS	699597	700817	-	-	1416458	+			
1374	CR	CDS	700826	701974	-	-	1417615	+			
1376	CR	CDS	702034	702834	-	-	1418475	+			
1378	CR	CDS	703167	705113	+	-	1418808	+			
1380	CR	CDS	705316	706980	+	+	1420957	+			
1382	CR	CDS	707557	708963	+	-	1423198	+			
1384	CR	CDS	709013	709339	+	+	1424654	+			
1386	CR	CDS	709423	709869	-	-	1425510	+			
1388	CR	CDS	709862	709948	-	-	1425589	+			
1390	CR	CDS	710158	710688	-	+	1426329	+			
1392	CR	CDS	710828	711121	-	-	1426762	+			
1394	CR	CDS	711261	712025	-	-	1427666	+			
1396	CR	CDS	712210	712755	+	+	1427851	+			
1398	CR	CDS	712781	714421	+	-	1428422	+			
1400	CR	CDS	714635	715129	+	-	1430276	+			
1402	CR	CDS	715170	715820	-	-	1431461	+			
1404	CR	CDS	715944	716093	-	-	1431734	+			
1406	CR	CDS	716169	717488	-	-	1433129	+			
1408	CR	CDS	717485	719683	-	-	1435324	+			
1410	CR	CDS	719806	720063	+	-	1435447	+			
1412	CR	CDS	720279	720956	-	-	1436597	+			
1414	CR	CDS	720953	723637	-	-	1439278	+			
1416	CR	CDS	723630	724202	-	-	1439843	+			
1418	CR	CDS	724211	726259	-	-	1441900	+			
1420	CR	CDS	726282	727955	-	-	1443596	+			
1422	CR	CDS	727955	728044	-	-	1443685	+			
1424	CR	CDS	728357	728563	+	-	1443998	+			
1426	CR	CDS	728806	732999	+	-	1444447	+			
1428	CR	CDS	732999	733325	+	+	1448640	+			
1430	CR	CDS	733356	734876	+	-	1448997	+			
1432	CR	CDS	734873	735442	+	+	1450514	+			
1434	CR	CDS	735668	735907	+	-	1451309	+			
1436	CR	CDS	736048	737184	+	-	1451689	+			
1438	CR	CDS	737315	738076	+	-	1452956	+			
1440	CR	CDS	738224	738733	+	-	1453865	+			
1442	CR	CDS	738730	740148	+	+	1454371	+			
1444	CR	CDS	740298	741779	-	-	1457420	+			
1446	CR	CDS	742050	742793	+	-	1457691	+			
1448	CR	CDS	742816	743472	+	-	1458457	+			
1450	CR	CDS	743466	744398	+	-	1459107	+			
1452	CR	CDS	744388	745122	+	-	1460029	+			
1454	CR	CDS	745158	745949	+	-	1460799	+			
1456	CR	CDS	745946	746992	-	-	1462633	+			
1458	CR	CDS	747144	748205	-	-	1463846	+			
1460	CR	CDS	748202	748930	-	+	1464571	+			
1462	CR	CDS	748945	751392	-	-	1467033	+			
1464	CR	CDS	751452	752018	-	-	1467659	+			
1466	CR	CDS	752408	753691	-	-	1469332	+			
1468	CR	CDS	754400	754789	+	-	1470041	+			
1470	CR	CDS	754783	755130	+	-	1470424	+			
1472	CR	CDS	755130	756896	+	-	1470771	+			
1474	CR	CDS	756912	757628	+	-	1472553	+			
1476	CR	CDS	757929	760730	+	+	1473570	+			
1478	CR	CDS	760745	761962	+	+	1476386	+			
1480	CR	CDS	762237	763403	+	-	1477878	+			
1482	CR	CDS	763403	764272	+	-	1479044	+			
1484	CR	CDS	764376	765098	-	-	1480739	+			
1486	CR	CDS	765207	767183	+	-	1480848	+			
1488	CR	CDS	767201	769834	+	-	1482842	+			
1490	CR	CDS	770681	772249	+	+	1486322	+			
1492	CR	CDS	772265	773404	+	+	1487906	+			
1494	CR	CDS	773419	773532	+	-	1489060	+			
1496	CR	CDS	773532	773825	+	-	1489173	+			
1498	CR	CDS	773975	774379	+	+	1489616	+			
1500	CR	CDS	774376	775068	+	-	1490017	+			
1502	CR	CDS	775072	775500	+	-	1490713	+			
1504	CR	CDS	775565	776830	+	-	1491206	+			
1506	CR	CDS	776963	778255	+	-	1492604	+			
1508	CR	CDS	778290	778811	+	-	1493931	+			
1510	CR	CDS	778821	779612	+	-	1494462	+			
1512	CR	tRNA	779777	779852	+	-	1495418	+			
1514	CR	tRNA	779988	780063	+	-	1495629	+			
1516	CR	tRNA	780066	780141	+	-	1495707	+			
1518	CR	tRNA	780291	780366	+	-	1495932	+			
1520	CR	tRNA	780370	780445	+	-	1496011	+			
1522	CR	tRNA	780592	780667	+	-	1496233	+			
1524	CR	tRNA	780800	780875	+	-	1496441	+			
1526	CR	CDS	781308	782351	+	-	1496949	+			
1528	CR	CDS	782389	783108	+	-	1498030	+			
1530	CR	CDS	783105	784046	-	-	1499687	+			
1532	CR	CDS	784160	784540	-	-	1500181	+			
1534	CR	CDS	784856	785908	+	-	1500497	+			
1536	CR	CDS	786066	786818	-	-	1502459	+			
1538	CR	CDS	787020	788060	-	-	1503701	+			
1540	CR	CDS	788054	789202	-	-	1504843	+			
1542	CR	CDS	789206	790252	-	-	1505893	+			
1544	CR	CDS	790262	791278	-	-	1506919	+			
1546	CR	CDS	791539	793011	-	-	1508652	+			
1548	CR	CDS	793079	793867	-	-	1509508	+			
1550	CR	CDS	793996	794145	+	-	1509637	+			
1552	CR	CDS	794312	795085	+	-	1509953	+			
1554	CR	CDS	795085	795774	+	-	1510726	+			
1556	CR	CDS	795777	796835	+	-	1511418	+			
1558	CR	CDS	796836	797654	-	+	1513295	+			
1560	CR	CDS	797809	798804	+	-	1513450	+			
1562	CR	CDS	798845	799798	-	-	1515439	+			
1564	CR	CDS	799982	801034	+	-	1515623	+			
1566	CR	CDS	801110	802543	+	-	1516751	+			
1568	CR	CDS	802726	804987	+	-	1518367	+			
1570	CR	CDS	805221	806504	-	-	1522145	+			
1572	CR	CDS	806656	807132	-	-	1522773	+			
1574	CR	CDS	807191	808480	-	-	1524121	+			
1576	CR	CDS	808567	809607	+	-	1524208	+			
1578	CR	CDS	809604	810758	+	-	1525245	+			
1580	CR	CDS	810745	811500	+	-	1526386	+			
1582	CR	CDS	811493	812170	+	-	1527134	+			
1584	CR	CDS	812749	814770	+	-	1528390	+			
1586	CR	CDS	814962	815870	-	-	1531511	+			
1588	CR	CDS	816267	817256	+	-	1531908	+			
1590	CR	CDS	817278	817790	+	-	1532919	+			
1592	CR	CDS	817793	818278	+	-	1533434	+			
1594	CR	CDS	818271	818516	+	-	1533912	+			
1596	CR	CDS	818518	818970	+	-	1534159	+			
1598	CR	CDS	819107	819811	+	-	1534748	+			
1600	CR	CDS	820016	820729	+	-	1535657	+			
1602	CR	CDS	820765	821721	-	+	1537362	+			
1604	CR	CDS	821721	822962	-	-	1538603	+			
1606	CR	CDS	822959	823720	-	-	1539361	+			
1608	CR	CDS	823853	824263	+	+	1539494	+			
1610	CR	CDS	824225	825331	-	-	1540972	+			
1612	CR	CDS	825342	826475	-	-	1542116	+			
1614	CR	CDS	826468	828204	-	-	1543845	+			
1616	CR	CDS	828197	829195	-	-	1544836	+			
1618	CR	CDS	829195	829866	-	-	1545507	+			
1620	CR	CDS	830095	831459	+	-	1545736	+			
1622	CR	CDS	831691	832173	-	+	1547814	+			
1624	CR	CDS	832293	834443	+	-	1547934	+			
1626	CR	CDS	834471	835433	+	-	1550112	+			
1628	CR	CDS	835574	836659	+	-	1551215	+			
1630	CR	CDS	836888	837148	-	-	1552789	+			
1632	CR	CDS	837413	837679	-	-	1553320	+			
1634	CR	CDS	837753	838430	-	-	1554071	+			
1636	CR	CDS	838472	840754	-	-	1556395	+			
1638	CR	CDS	841019	841279	-	-	1556920	+			
1640	CR	CDS	841555	842481	+	-	1557196	+			
1642	CR	CDS	842478	844703	-	-	1560344	+			
1644	CR	CDS	844964	845686	-	-	1561327	+			
1646	CR	CDS	845683	846342	-	+	1561983	+			
1648	CR	CDS	846481	847227	-	-	1562868	+			
1650	CR	CDS	847631	848134	-	-	1563775	+			
1652	CR	CDS	848433	849320	-	-	1564961	+			
1654	CR	CDS	849673	850188	+	-	1565314	+			
1656	CR	CDS	850237	851820	-	-	1567461	+			
1658	CR	CDS	851894	852163	+	-	1567535	+			
1660	CR	ncRNA	852175	852263	-	-	1567904	+			
1662	CR	CDS	852406	852873	+	+	1568047	+			
1664	CR	CDS	852870	853988	+	-	1568511	+			
1666	CR	CDS	854047	854967	-	-	1570608	+			
1668	CR	CDS	855186	856778	+	-	1570827	+			
1670	CR	CDS	857019	858284	-	-	1573925	+			
1672	CR	CDS	858436	859251	-	-	1574892	+			
1674	CR	CDS	859397	861829	-	-	1577470	+			
1676	CR	CDS	861835	862734	-	-	1578375	+			
1678	CR	CDS	862865	863527	+	-	1578506	+			
1680	CR	CDS	863603	864352	-	-	1579993	+			
1682	CR	CDS	864352	865587	-	-	1581228	+			
1684	CR	CDS	865791	866756	+	-	1581432	+			
1686	CR	CDS	866743	868614	+	-	1582384	+			
1688	CR	CDS	868634	870172	+	-	1584275	+			
1690	CR	CDS	870190	871110	+	-	1585831	+			
1692	CR	CDS	871113	872024	+	-	1586754	+			
1694	CR	CDS	872202	874550	+	-	1587843	+			
1696	CR	CDS	874558	875886	+	-	1590199	+			
1698	CR	CDS	875933	877258	-	+	1592899	+			
1700	CR	CDS	877471	877854	+	-	1593112	+			
1702	CR	CDS	877965	879080	+	-	1593606	+			
1704	CR	CDS	879077	879703	-	-	1595344	+			
1706	CR	CDS	879950	881152	+	-	1595591	+			
1708	CR	CDS	881199	881957	-	-	1597598	+			
1710	CR	CDS	882015	882611	-	-	1598252	+			
1712	CR	CDS	882896	884128	+	-	1598537	+			
1714	CR	CDS	884169	884453	-	-	1600094	+			
1716	CR	CDS	884539	885354	-	-	1600995	+			
1718	CR	CDS	885354	886562	-	-	1602203	+			
1720	CR	CDS	886646	887182	+	+	1602287	+			
1722	CR	ncRNA	887199	887277	-	-	1602918	+			
1724	CR	CDS	887357	889042	-	-	1604683	+			
1726	CR	CDS	889312	889689	+	-	1604953	+			
1728	CR	CDS	889719	889976	-	-	1605617	+			
1730	CR	CDS	890136	890423	+	+	1605777	+			
1732	CR	CDS	890407	891129	+	-	1606048	+			
1734	CR	CDS	891190	892092	+	-	1606831	+			
1736	CR	CDS	892180	892656	+	-	1607821	+			
1738	CR	CDS	893007	894119	+	-	1608648	+			
1740	CR	CDS	894214	895347	+	-	1609855	+			
1742	CR	CDS	895357	896310	+	-	1610998	+			
1744	CR	CDS	896307	897152	+	-	1611948	+			
1746	CR	CDS	897212	897700	+	-	1612853	+			
1748	CR	CDS	897741	898868	+	-	1613382	+			
1750	CR	CDS	899067	899798	-	-	1615439	+			
1752	CR	CDS	900089	900757	-	-	1616398	+			
1754	CR	CDS	900757	901473	-	-	1617114	+			
1756	CR	CDS	901480	902211	-	-	1617852	+			
1758	CR	CDS	902229	902957	-	-	1618598	+			
1760	CR	CDS	903175	903690	-	+	1619331	+			
1762	CR	CDS	903816	904139	+	+	1619457	+			
1764	CR	CDS	904136	904966	+	+	1619777	+			
1766	CR	CDS	904963	905976	-	+	1621617	+			
1768	CR	CDS	906075	907505	-	-	1623146	+			
1770	CR	CDS	907516	908517	-	-	1624158	+			
1772	CR	CDS	908554	910272	-	-	1625913	+			
1774	CR	CDS	910405	911373	-	-	1627014	+			
1776	CR	CDS	911385	913037	-	-	1628678	+			
1778	CR	CDS	913181	914080	-	-	1629721	+			
1780	CR	CDS	914575	915270	-	-	1630911	+			
1782	CR	CDS	915696	917354	+	-	1631337	+			
1784	CR	CDS	917351	918343	-	-	1633984	+			
1786	CR	CDS	918458	919573	+	-	1634099	+			
1788	CR	CDS	919570	921516	+	-	1635211	+			
1790	CR	CDS	921589	921813	-	-	1637454	+			
1792	CR	CDS	922136	922456	+	+	1637777	+			
1794	CR	CDS	922487	924763	+	-	1638128	+			
1796	CR	tRNA	925107	925194	-	-	1640835	+			
1798	CR	CDS	925448	925666	-	+	1641307	+			
1800	CR	CDS	925951	926655	-	-	1642296	+			
1802	CR	CDS	926697	928418	-	+	1644059	+			
1804	CR	CDS	928419	930185	-	+	1645826	+			
1806	CR	CDS	930308	931273	-	-	1646914	+			
1808	CR	CDS	931818	932312	+	-	1647459	+			
1810	CR	CDS	932447	936436	+	+	1648088	+			
1812	CR	CDS	936595	937206	+	+	1652236	+			
1814	CR	CDS	937217	938560	+	-	1652858	+			
1816	CR	CDS	938651	939943	+	+	1654292	+			
1818	CR	CDS	940182	942626	+	-	1655823	+			
1820	CR	CDS	942637	943254	+	-	1658278	+			
1822	CR	CDS	943256	944119	+	-	1658897	+			
1824	CR	CDS	944154	944780	-	+	1660421	+			
1826	CR	CDS	945094	946242	+	-	1660735	+			
1828	CR	CDS	946452	947882	+	-	1662093	+			
1830	CR	CDS	947883	948791	-	-	1664432	+			
1832	CR	CDS	948891	949481	+	-	1664532	+			
1834	CR	CDS	949563	950303	-	-	1665944	+			
1836	CR	CDS	950495	952777	-	-	1668418	+			
1838	CR	CDS	952832	953689	-	-	1669330	+			
1840	CR	CDS	954095	955855	-	-	1671496	+			
1842	CR	CDS	955985	956677	+	-	1671626	+			
1844	CR	CDS	956876	957964	+	-	1672517	+			
1846	CR	CDS	958035	959318	+	-	1673676	+			
1848	CR	CDS	959487	960251	+	-	1675128	+			
1850	CR	CDS	960424	961107	+	+	1676065	+			
1852	CR	CDS	961218	962891	+	+	1676859	+			
1854	CR	CDS	963051	963335	+	-	1678692	+			
1856	CR	CDS	963543	965807	+	-	1679184	+			
1858	CR	CDS	965844	967592	+	+	1681485	+			
1860	CR	CDS	967589	968575	+	-	1683230	+			
1862	CR	CDS	968612	969844	+	-	1684253	+			
1864	CR	CDS	969896	970078	+	-	1685537	+			
1866	CR	CDS	970075	970821	+	+	1685716	+			
1868	CR	CDS	970975	971868	+	-	1686616	+			
1870	CR	CDS	971845	972624	-	-	1688265	+			
1872	CR	CDS	972760	973545	+	-	1688401	+			
1874	CR	CDS	973542	974864	+	+	1689183	+			
1876	CR	CDS	974845	975549	+	+	1690486	+			
1878	CR	CDS	975549	980009	+	+	1691190	+			
1880	CR	CDS	980270	982117	+	-	1695911	+			
1882	CR	CDS	982298	982846	+	+	1697939	+			
1884	CR	CDS	982873	983520	+	-	1698514	+			
1886	CR	CDS	983742	984932	-	-	1700573	+			
1888	CR	CDS	985117	986205	-	-	1701846	+			
1890	CR	CDS	986808	988208	-	+	1703849	+			
1892	CR	CDS	988377	989579	-	-	1705220	+			
1894	CR	CDS	989845	992457	+	-	1705486	+			
1896	CR	CDS	992500	993267	-	-	1708908	+			
1898	CR	CDS	993264	994055	-	-	1709696	+			
1900	CR	CDS	994066	995211	-	-	1710852	+			
1902	CR	CDS	995208	996167	-	-	1711808	+			
1904	CR	CDS	996160	996735	-	-	1712376	+			
1906	CR	CDS	997091	997630	+	-	1712732	+			
1908	CR	CDS	997713	998414	+	-	1713354	+			
1910	CR	CDS	998439	1001039	+	-	1714080	+			
1912	CR	CDS	1001030	1002100	+	-	1716671	+			
1914	CR	CDS	1002112	1002654	+	-	1717753	+			
1916	CR	CDS	1002662	1003177	+	-	1718303	+			
1918	CR	CDS	1003170	1003880	+	-	1718811	+			
1920	CR	CDS	1003991	1005001	+	-	1719632	+			
1922	CR	CDS	1005175	1005717	+	-	1720816	+			
1924	CR	CDS	1005714	1006823	-	-	1722464	+			
1926	CR	CDS	1007067	1009175	+	-	1722708	+			
1928	CR	CDS	1009187	1011094	+	-	1724828	+			
1930	CR	CDS	1011224	1012477	+	-	1726865	+			
1932	CR	CDS	1012482	1014122	+	-	1728123	+			
1934	CR	CDS	1014119	1014682	+	-	1729760	+			
1936	CR	CDS	1014938	1015105	+	-	1730579	+			
1938	CR	CDS	1015175	1015693	-	+	1731334	+			
1940	CR	CDS	1015762	1017522	-	-	1733163	+			
1942	CR	CDS	1017708	1018160	+	-	1733349	+			
1944	CR	CDS	1018236	1019276	-	-	1734917	+			
1946	CR	CDS	1019633	1020142	-	-	1735783	+			
1948	CR	CDS	1020361	1020990	+	-	1736002	+			
1950	CR	CDS	1020953	1023106	-	-	1738747	+			
1952	CR	CDS	1023125	1023571	-	-	1739212	+			
1954	CR	CDS	1023694	1025748	+	-	1739335	+			
1956	CR	CDS	1025780	1026238	-	+	1741879	+			
1958	CR	CDS	1026334	1026996	-	-	1742637	+			
1960	CR	CDS	1027169	1027582	+	+	1742810	+			
1962	CR	CDS	1027627	1027944	-	-	1743585	+			
1964	CR	CDS	1028002	1029192	-	-	1744833	+			
1966	CR	CDS	1029287	1029565	+	-	1744928	+			
1968	CR	CDS	1029562	1029891	-	-	1745532	+			
1970	CR	CDS	1029982	1030641	-	-	1746282	+			
1972	CR	tRNA	1030848	1030935	-	-	1746576	+			
1974	CR	CDS	1031362	1032480	+	+	1747003	+			
1976	CR	CDS	1032477	1034270	+	-	1748118	+			
1978	CR	CDS	1034289	1034996	+	+	1749930	+			
1980	CR	CDS	1034993	1035580	+	+	1750634	+			
1982	CR	CDS	1035577	1035975	+	-	1751218	+			
1984	CR	CDS	1035972	1036829	+	-	1751613	+			
1986	CR	CDS	1036963	1038507	+	-	1752604	+			
1988	CR	CDS	1038519	1039655	+	-	1754160	+			
1990	CR	CDS	1039668	1039760	+	-	1755309	+			
1992	CR	CDS	1039840	1041138	+	-	1755481	+			
1994	CR	CDS	1041253	1043433	-	-	1759074	+			
1996	CR	CDS	1043453	1043899	-	-	1759540	+			
1998	CR	CDS	1043887	1045026	-	-	1760667	+			
2000	CR	CDS	1045072	1047168	-	-	1762809	+			
2002	CR	CDS	1047168	1047914	-	-	1763555	+			
2004	CR	CDS	1047911	1048555	-	-	1764196	+			
2006	CR	CDS	1048662	1048967	-	+	1764608	+			
