orgName= Escherichia coli str. K-12 substr. MG1655

LOCUS= NC_000913, GenomeSeqLen= 4639675
494: egSP =3297494, nSpacer =50, downstream =25
495: egSP =3297988, nSpacer =50, upstream =25
495: egSP =3297988, nSpacer =-14, downstream =-7
496: egSP =3298277, nSpacer =-14, upstream =-7
500: egSP =3311364, nSpacer =24, downstream =12
501: egSP =3314061, nSpacer =24, upstream =12
501: egSP =3314061, nSpacer =27, downstream =13
502: egSP =3315576, nSpacer =27, upstream =14
505: egSP =3330884, nSpacer =20, downstream =10
506: egSP =3331162, nSpacer =20, upstream =10
510: egSP =3340858, nSpacer =-32, downstream =-16
511: egSP =3341402, nSpacer =-32, upstream =-16
511: egSP =3341402, nSpacer =6, downstream =3
512: egSP =3341966, nSpacer =6, upstream =3
512: egSP =3341966, nSpacer =47, downstream =23
513: egSP =3342739, nSpacer =47, upstream =24
517: egSP =3375837, nSpacer =15, downstream =7
518: egSP =3376245, nSpacer =15, upstream =8
519: egSP =3378765, nSpacer =89, downstream =44
520: egSP =3380222, nSpacer =89, upstream =45
523: egSP =3396409, nSpacer =-1, downstream =0
524: egSP =3396897, nSpacer =-1, upstream =-1
525: egSP =3398066, nSpacer =65, upstream =33
526: egSP =3403458, nSpacer =10, downstream =5
527: egSP =3403939, nSpacer =10, upstream =5
530: egSP =3431712, nSpacer =14, downstream =7
531: egSP =3432236, nSpacer =14, upstream =7
533: egSP =3437638, nSpacer =40, downstream =20
534: egSP =3438062, nSpacer =40, upstream =20
534: egSP =3438062, nSpacer =25, downstream =12
535: egSP =3439077, nSpacer =25, upstream =13
535: egSP =3439077, nSpacer =33, downstream =16
536: egSP =3439731, nSpacer =33, upstream =17
536: egSP =3439731, nSpacer =16, downstream =8
537: egSP =3440137, nSpacer =16, upstream =8
538: egSP =3440788, nSpacer =7, downstream =3
539: egSP =3442127, nSpacer =7, upstream =4
539: egSP =3442127, nSpacer =3, downstream =1
540: egSP =3442565, nSpacer =3, upstream =2
540: egSP =3442565, nSpacer =3, downstream =1
541: egSP =3442748, nSpacer =3, upstream =2
541: egSP =3442748, nSpacer =14, downstream =7
542: egSP =3443266, nSpacer =14, upstream =7
542: egSP =3443266, nSpacer =9, downstream =4
543: egSP =3443629, nSpacer =9, upstream =5
543: egSP =3443629, nSpacer =12, downstream =6
544: egSP =3444175, nSpacer =12, upstream =6
544: egSP =3444175, nSpacer =33, downstream =16
545: egSP =3444601, nSpacer =33, upstream =17
545: egSP =3444601, nSpacer =14, downstream =7
546: egSP =3444921, nSpacer =14, upstream =7
546: egSP =3444921, nSpacer =14, downstream =7
547: egSP =3445475, nSpacer =14, upstream =7
547: egSP =3445475, nSpacer =10, downstream =5
548: egSP =3445800, nSpacer =10, upstream =5
549: egSP =3446336, nSpacer =-1, downstream =0
550: egSP =3446590, nSpacer =-1, upstream =-1
550: egSP =3446590, nSpacer =-1, downstream =0
551: egSP =3446781, nSpacer =-1, upstream =-1
551: egSP =3446781, nSpacer =12, downstream =6
552: egSP =3447204, nSpacer =12, upstream =6
552: egSP =3447204, nSpacer =17, downstream =8
553: egSP =3447923, nSpacer =17, upstream =9
553: egSP =3447923, nSpacer =14, downstream =7
554: egSP =3448270, nSpacer =14, upstream =7
554: egSP =3448270, nSpacer =16, downstream =8
555: egSP =3448565, nSpacer =16, upstream =8
555: egSP =3448565, nSpacer =17, downstream =8
556: egSP =3449404, nSpacer =17, upstream =9
556: egSP =3449404, nSpacer =-4, downstream =-2
557: egSP =3449703, nSpacer =-4, upstream =-2
557: egSP =3449703, nSpacer =10, downstream =5
558: egSP =3450319, nSpacer =10, upstream =5
558: egSP =3450319, nSpacer =32, downstream =16
559: egSP =3450981, nSpacer =32, upstream =16
560: egSP =3468167, nSpacer =70, downstream =35
561: egSP =3469422, nSpacer =70, upstream =35
561: egSP =3469422, nSpacer =27, downstream =13
562: egSP =3471564, nSpacer =27, upstream =14
563: egSP =3472200, nSpacer =96, upstream =48
564: egSP =3472700, nSpacer =7, downstream =3
565: egSP =3472995, nSpacer =7, upstream =4
565: egSP =3472995, nSpacer =-1, downstream =0
566: egSP =3473354, nSpacer =-1, upstream =-1
576: egSP =3599051, nSpacer =-8, downstream =-4
577: egSP =3600102, nSpacer =-8, upstream =-4
577: egSP =3600102, nSpacer =2, downstream =1
578: egSP =3600773, nSpacer =2, upstream =1
579: egSP =3602416, nSpacer =-11, downstream =-5
580: egSP =3603002, nSpacer =-11, upstream =-6
580: egSP =3603002, nSpacer =2, downstream =1
581: egSP =3603274, nSpacer =2, upstream =1
586: egSP =3720351, nSpacer =9, downstream =4
587: egSP =3722430, nSpacer =9, upstream =5
590: egSP =3779764, nSpacer =79, downstream =39
591: egSP =3780665, nSpacer =79, upstream =40
591: egSP =3780665, nSpacer =-1, downstream =0
592: egSP =3781684, nSpacer =-1, upstream =-1
595: egSP =3806563, nSpacer =7, downstream =3
596: egSP =3807848, nSpacer =7, upstream =4
602: egSP =3879244, nSpacer =4, downstream =2
603: egSP =3880349, nSpacer =4, upstream =2
604: egSP =3882359, nSpacer =16, downstream =8
605: egSP =3882516, nSpacer =16, upstream =8
616: egSP =3987111, nSpacer =-4, downstream =-2
617: egSP =3987848, nSpacer =-4, upstream =-2
621: egSP =4016878, nSpacer =13, downstream =6
622: egSP =4017647, nSpacer =13, upstream =7
622: egSP =4017647, nSpacer =-4, downstream =-2
623: egSP =4018249, nSpacer =-4, upstream =-2
636: egSP =4175381, nSpacer =1, downstream =0
637: egSP =4175766, nSpacer =1, upstream =1
638: egSP =4178019, nSpacer =66, downstream =33
639: egSP =4178583, nSpacer =66, upstream =33
640: egSP =4179268, nSpacer =76, downstream =38
641: egSP =4183373, nSpacer =76, upstream =38
649: egSP =4258344, nSpacer =23, downstream =11
650: egSP =4258622, nSpacer =23, upstream =12
657: egSP =4368711, nSpacer =43, downstream =21
658: egSP =4369048, nSpacer =43, upstream =22
665: egSP =4397275, nSpacer =85, downstream =42
666: egSP =4398311, nSpacer =85, upstream =43
667: egSP =4423141, nSpacer =6, downstream =3
668: egSP =4423543, nSpacer =6, upstream =3
668: egSP =4423543, nSpacer =4, downstream =2
669: egSP =4423862, nSpacer =4, upstream =2
676: egSP =4479005, nSpacer =-1, downstream =0
677: egSP =4481860, nSpacer =-1, upstream =-1
678: egSP =4484241, nSpacer =-1, downstream =0
679: egSP =4485341, nSpacer =-1, upstream =-1
682: egSP =4598261, nSpacer =2, downstream =1
683: egSP =4599001, nSpacer =2, upstream =1
orgName= Haemophilus influenzae Rd KW20

LOCUS= NC_000907, GenomeSeqLen= 1830138
1: egSP =10467, nSpacer =38, downstream =19
2: egSP =11414, nSpacer =38, upstream =19
3: egSP =14328, nSpacer =1, downstream =0
4: egSP =15013, nSpacer =1, upstream =1
6: egSP =24267, nSpacer =14, downstream =7
7: egSP =25784, nSpacer =14, upstream =7
10: egSP =41280, nSpacer =-1, downstream =0
11: egSP =42335, nSpacer =-1, upstream =-1
16: egSP =70214, nSpacer =7, downstream =3
17: egSP =72111, nSpacer =7, upstream =4
19: egSP =89182, nSpacer =12, downstream =6
20: egSP =90190, nSpacer =12, upstream =6
23: egSP =105476, nSpacer =1, downstream =0
24: egSP =106914, nSpacer =1, upstream =1
29: egSP =142163, nSpacer =43, downstream =21
30: egSP =143193, nSpacer =43, upstream =22
36: egSP =171416, nSpacer =16, downstream =8
37: egSP =172161, nSpacer =16, upstream =8
45: egSP =206691, nSpacer =2, downstream =1
46: egSP =207287, nSpacer =2, upstream =1
51: egSP =222200, nSpacer =19, downstream =9
52: egSP =222762, nSpacer =19, upstream =10
52: egSP =222762, nSpacer =1, downstream =0
53: egSP =223852, nSpacer =1, upstream =1
54: egSP =225814, nSpacer =68, downstream =34
55: egSP =226608, nSpacer =68, upstream =34
63: egSP =316654, nSpacer =15, downstream =7
64: egSP =318376, nSpacer =15, upstream =8
68: egSP =372967, nSpacer =-1, downstream =0
69: egSP =373806, nSpacer =-1, upstream =-1
77: egSP =438550, nSpacer =10, downstream =5
78: egSP =439370, nSpacer =10, upstream =5
79: egSP =458314, nSpacer =-4, downstream =-2
80: egSP =458724, nSpacer =-4, upstream =-2
80: egSP =458724, nSpacer =-4, downstream =-2
81: egSP =459242, nSpacer =-4, upstream =-2
81: egSP =459242, nSpacer =0, downstream =0
82: egSP =459749, nSpacer =0, upstream =0
85: egSP =486503, nSpacer =29, downstream =14
86: egSP =487192, nSpacer =29, upstream =15
96: egSP =554392, nSpacer =69, downstream =34
97: egSP =556243, nSpacer =69, upstream =35
106: egSP =588147, nSpacer =95, downstream =47
107: egSP =590531, nSpacer =95, upstream =48
109: egSP =597746, nSpacer =83, downstream =41
110: egSP =599932, nSpacer =83, upstream =42
113: egSP =633161, nSpacer =73, downstream =36
114: egSP =635766, nSpacer =73, upstream =37
114: egSP =635766, nSpacer =11, downstream =5
115: egSP =636785, nSpacer =11, upstream =6
116: egSP =643894, nSpacer =72, downstream =36
117: egSP =645379, nSpacer =72, upstream =36
120: egSP =689231, nSpacer =54, downstream =27
121: egSP =690227, nSpacer =54, upstream =27
123: egSP =695590, nSpacer =-4, downstream =-2
124: egSP =696057, nSpacer =-4, upstream =-2
125: egSP =698164, nSpacer =-4, downstream =-2
126: egSP =698718, nSpacer =-4, upstream =-2
131: egSP =720263, nSpacer =82, downstream =41
132: egSP =721137, nSpacer =82, upstream =41
134: egSP =726800, nSpacer =-11, downstream =-5
135: egSP =728088, nSpacer =-11, upstream =-6
139: egSP =765122, nSpacer =1, downstream =0
140: egSP =765444, nSpacer =1, upstream =1
144: egSP =780315, nSpacer =1, downstream =0
145: egSP =780622, nSpacer =1, upstream =1
146: egSP =782566, nSpacer =84, upstream =42
152: egSP =821450, nSpacer =77, downstream =38
153: egSP =822211, nSpacer =77, upstream =39
155: egSP =830534, nSpacer =18, downstream =9
156: egSP =831797, nSpacer =18, upstream =9
156: egSP =831797, nSpacer =9, downstream =4
157: egSP =832463, nSpacer =9, upstream =5
158: egSP =834686, nSpacer =-4, downstream =-2
159: egSP =836026, nSpacer =-4, upstream =-2
160: egSP =840319, nSpacer =17, downstream =8
161: egSP =840636, nSpacer =17, upstream =9
161: egSP =840636, nSpacer =25, downstream =12
162: egSP =841483, nSpacer =25, upstream =13
162: egSP =841483, nSpacer =11, downstream =5
163: egSP =841770, nSpacer =11, upstream =6
163: egSP =841770, nSpacer =17, downstream =8
164: egSP =842120, nSpacer =17, upstream =9
164: egSP =842120, nSpacer =13, downstream =6
165: egSP =842841, nSpacer =13, upstream =7
165: egSP =842841, nSpacer =-1, downstream =0
166: egSP =843251, nSpacer =-1, upstream =-1
166: egSP =843251, nSpacer =-1, downstream =0
167: egSP =843442, nSpacer =-1, upstream =-1
168: egSP =844976, nSpacer =10, downstream =5
169: egSP =845358, nSpacer =10, upstream =5
170: egSP =845798, nSpacer =11, downstream =5
171: egSP =846238, nSpacer =11, upstream =6
171: egSP =846238, nSpacer =36, downstream =18
172: egSP =846580, nSpacer =36, upstream =18
172: egSP =846580, nSpacer =15, downstream =7
173: egSP =846988, nSpacer =15, upstream =8
173: egSP =846988, nSpacer =13, downstream =6
174: egSP =847535, nSpacer =13, upstream =7
174: egSP =847535, nSpacer =14, downstream =7
175: egSP =847903, nSpacer =14, upstream =7
175: egSP =847903, nSpacer =6, downstream =3
176: egSP =848410, nSpacer =6, upstream =3
176: egSP =848410, nSpacer =3, downstream =1
177: egSP =848593, nSpacer =3, upstream =2
178: egSP =850642, nSpacer =2, downstream =1
179: egSP =851013, nSpacer =2, upstream =1
179: egSP =851013, nSpacer =27, downstream =13
180: egSP =851430, nSpacer =27, upstream =14
180: egSP =851430, nSpacer =31, downstream =15
181: egSP =852082, nSpacer =31, upstream =16
181: egSP =852082, nSpacer =40, downstream =20
182: egSP =853109, nSpacer =40, upstream =20
190: egSP =881208, nSpacer =-14, downstream =-7
191: egSP =881500, nSpacer =-14, upstream =-7
213: egSP =1035466, nSpacer =40, downstream =20
214: egSP =1036082, nSpacer =40, upstream =20
217: egSP =1043355, nSpacer =85, downstream =42
218: egSP =1044988, nSpacer =85, upstream =43
219: egSP =1046240, nSpacer =23, downstream =11
220: egSP =1047673, nSpacer =23, upstream =12
221: egSP =1054796, nSpacer =12, downstream =6
222: egSP =1055909, nSpacer =12, upstream =6
224: egSP =1063832, nSpacer =19, downstream =9
225: egSP =1063986, nSpacer =19, upstream =10
233: egSP =1109654, nSpacer =1, downstream =0
234: egSP =1110495, nSpacer =1, upstream =1
234: egSP =1110495, nSpacer =10, downstream =5
235: egSP =1111123, nSpacer =10, upstream =5
240: egSP =1131698, nSpacer =76, downstream =38
241: egSP =1132422, nSpacer =76, upstream =38
242: egSP =1139203, nSpacer =14, downstream =7
243: egSP =1140354, nSpacer =14, upstream =7
245: egSP =1156091, nSpacer =-4, downstream =-2
246: egSP =1156609, nSpacer =-4, upstream =-2
257: egSP =1207458, nSpacer =71, downstream =35
258: egSP =1208957, nSpacer =71, upstream =36
258: egSP =1208957, nSpacer =-1, downstream =0
259: egSP =1209877, nSpacer =-1, upstream =-1
259: egSP =1209877, nSpacer =18, downstream =9
260: egSP =1210660, nSpacer =18, upstream =9
261: egSP =1212021, nSpacer =83, upstream =42
268: egSP =1246521, nSpacer =17, downstream =8
269: egSP =1247258, nSpacer =17, upstream =9
270: egSP =1249741, nSpacer =2, downstream =1
271: egSP =1250727, nSpacer =2, upstream =1
276: egSP =1289456, nSpacer =75, downstream =37
277: egSP =1290233, nSpacer =75, upstream =38
282: egSP =1315231, nSpacer =1, downstream =0
283: egSP =1316429, nSpacer =1, upstream =1
295: egSP =1388300, nSpacer =33, downstream =16
296: egSP =1389323, nSpacer =33, upstream =17
296: egSP =1389323, nSpacer =1, downstream =0
297: egSP =1391712, nSpacer =1, upstream =1
298: egSP =1392055, nSpacer =52, upstream =26
300: egSP =1395779, nSpacer =66, downstream =33
301: egSP =1396043, nSpacer =66, upstream =33
309: egSP =1434674, nSpacer =9, downstream =4
310: egSP =1436783, nSpacer =9, upstream =5
311: egSP =1450938, nSpacer =75, downstream =37
312: egSP =1453620, nSpacer =75, upstream =38
314: egSP =1465106, nSpacer =-1, downstream =0
315: egSP =1465837, nSpacer =-1, upstream =-1
323: egSP =1519211, nSpacer =-1, downstream =0
324: egSP =1520404, nSpacer =-1, upstream =-1
326: egSP =1526433, nSpacer =41, downstream =20
327: egSP =1527362, nSpacer =41, upstream =21
327: egSP =1527362, nSpacer =35, downstream =17
328: egSP =1529275, nSpacer =35, upstream =18
329: egSP =1530546, nSpacer =16, downstream =8
330: egSP =1530955, nSpacer =16, upstream =8
331: egSP =1534766, nSpacer =3, downstream =1
332: egSP =1535984, nSpacer =3, upstream =2
334: egSP =1546667, nSpacer =37, downstream =18
335: egSP =1548042, nSpacer =37, upstream =19
344: egSP =1640232, nSpacer =33, downstream =16
345: egSP =1641702, nSpacer =33, upstream =17
345: egSP =1641702, nSpacer =9, downstream =4
346: egSP =1643226, nSpacer =9, upstream =5
350: egSP =1673345, nSpacer =11, downstream =5
351: egSP =1673986, nSpacer =11, upstream =6
351: egSP =1673986, nSpacer =1, downstream =0
352: egSP =1674929, nSpacer =1, upstream =1
353: egSP =1675940, nSpacer =63, upstream =32
354: egSP =1679509, nSpacer =71, downstream =35
355: egSP =1680195, nSpacer =71, upstream =36
362: egSP =1710527, nSpacer =-82, downstream =-41
363: egSP =1711447, nSpacer =-82, upstream =-41
376: egSP =1809215, nSpacer =82, downstream =41
377: egSP =1811277, nSpacer =82, upstream =41
379: egSP =1828934, nSpacer =62, downstream =31
orgName= Haemophilus influenzae Rd KW20

LOCUS= NC_000907, GenomeSeqLen= 1830138
1: egSP =10467, nSpacer =38, downstream =19
2: egSP =11414, nSpacer =38, upstream =19
3: egSP =14328, nSpacer =1, downstream =0
4: egSP =15013, nSpacer =1, upstream =1
6: egSP =24267, nSpacer =14, downstream =7
7: egSP =25784, nSpacer =14, upstream =7
10: egSP =41280, nSpacer =-1, downstream =0
11: egSP =42335, nSpacer =-1, upstream =-1
16: egSP =70214, nSpacer =7, downstream =3
17: egSP =72111, nSpacer =7, upstream =4
19: egSP =89182, nSpacer =12, downstream =6
20: egSP =90190, nSpacer =12, upstream =6
23: egSP =105476, nSpacer =1, downstream =0
24: egSP =106914, nSpacer =1, upstream =1
29: egSP =142163, nSpacer =43, downstream =21
30: egSP =143193, nSpacer =43, upstream =22
36: egSP =171416, nSpacer =16, downstream =8
37: egSP =172161, nSpacer =16, upstream =8
45: egSP =206691, nSpacer =2, downstream =1
46: egSP =207287, nSpacer =2, upstream =1
51: egSP =222200, nSpacer =19, downstream =9
52: egSP =222762, nSpacer =19, upstream =10
52: egSP =222762, nSpacer =1, downstream =0
53: egSP =223852, nSpacer =1, upstream =1
54: egSP =225814, nSpacer =68, downstream =34
55: egSP =226608, nSpacer =68, upstream =34
63: egSP =316654, nSpacer =15, downstream =7
64: egSP =318376, nSpacer =15, upstream =8
68: egSP =372967, nSpacer =-1, downstream =0
69: egSP =373806, nSpacer =-1, upstream =-1
77: egSP =438550, nSpacer =10, downstream =5
78: egSP =439370, nSpacer =10, upstream =5
79: egSP =458314, nSpacer =-4, downstream =-2
80: egSP =458724, nSpacer =-4, upstream =-2
80: egSP =458724, nSpacer =-4, downstream =-2
81: egSP =459242, nSpacer =-4, upstream =-2
81: egSP =459242, nSpacer =0, downstream =0
82: egSP =459749, nSpacer =0, upstream =0
85: egSP =486503, nSpacer =29, downstream =14
86: egSP =487192, nSpacer =29, upstream =15
96: egSP =554392, nSpacer =69, downstream =34
97: egSP =556243, nSpacer =69, upstream =35
106: egSP =588147, nSpacer =95, downstream =47
107: egSP =590531, nSpacer =95, upstream =48
109: egSP =597746, nSpacer =83, downstream =41
110: egSP =599932, nSpacer =83, upstream =42
113: egSP =633161, nSpacer =73, downstream =36
114: egSP =635766, nSpacer =73, upstream =37
114: egSP =635766, nSpacer =11, downstream =5
115: egSP =636785, nSpacer =11, upstream =6
116: egSP =643894, nSpacer =72, downstream =36
117: egSP =645379, nSpacer =72, upstream =36
120: egSP =689231, nSpacer =54, downstream =27
121: egSP =690227, nSpacer =54, upstream =27
123: egSP =695590, nSpacer =-4, downstream =-2
124: egSP =696057, nSpacer =-4, upstream =-2
125: egSP =698164, nSpacer =-4, downstream =-2
126: egSP =698718, nSpacer =-4, upstream =-2
131: egSP =720263, nSpacer =82, downstream =41
132: egSP =721137, nSpacer =82, upstream =41
134: egSP =726800, nSpacer =-11, downstream =-5
135: egSP =728088, nSpacer =-11, upstream =-6
139: egSP =765122, nSpacer =1, downstream =0
140: egSP =765444, nSpacer =1, upstream =1
144: egSP =780315, nSpacer =1, downstream =0
145: egSP =780622, nSpacer =1, upstream =1
146: egSP =782566, nSpacer =84, upstream =42
152: egSP =821450, nSpacer =77, downstream =38
153: egSP =822211, nSpacer =77, upstream =39
155: egSP =830534, nSpacer =18, downstream =9
156: egSP =831797, nSpacer =18, upstream =9
156: egSP =831797, nSpacer =9, downstream =4
157: egSP =832463, nSpacer =9, upstream =5
158: egSP =834686, nSpacer =-4, downstream =-2
159: egSP =836026, nSpacer =-4, upstream =-2
160: egSP =840319, nSpacer =17, downstream =8
161: egSP =840636, nSpacer =17, upstream =9
161: egSP =840636, nSpacer =25, downstream =12
162: egSP =841483, nSpacer =25, upstream =13
162: egSP =841483, nSpacer =11, downstream =5
163: egSP =841770, nSpacer =11, upstream =6
163: egSP =841770, nSpacer =17, downstream =8
164: egSP =842120, nSpacer =17, upstream =9
164: egSP =842120, nSpacer =13, downstream =6
165: egSP =842841, nSpacer =13, upstream =7
165: egSP =842841, nSpacer =-1, downstream =0
